distro,package,version,swhid
debian,libtokyocabinet9,1.4.48-11+b1,swh:1:dir:f333fe01fbcad25cfd193510f67b578b6de92105
ubuntu,linux-modules-extra-5.3.0-45-generic,5.3.0-45.37~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
ubuntu,telnet,0.17-41,swh:1:dir:ba5f5f4723cd735f17213a71cfc3702bc79bf643
debian,libcc1-0,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,python-ipaddress,1.0.17-1,swh:1:dir:ac6f26dbec6d455a86f79e42a5e96d9b998d3673
ubuntu,liblwres160,1:9.11.3+dfsg-1ubuntu1.12,swh:1:dir:882614b2f02ab5f03af61ec07bf12068ebc5e66a
debian,libimage-magick-q16-perl,8:6.9.7.4+dfsg-11+deb9u8,swh:1:dir:6bbc153bc8bf9caed2cc1af0df6628529fd5e388
debian,librtmp1,2.4+20151223.gitfa8646d.1-1+b1,swh:1:dir:dffbc4e23d0bbc3049b212a207e40c0805b53f1b
ubuntu,distro-info-data,0.37ubuntu0.7,swh:1:dir:39d91647a608fd2437fe909b5c0e11a7aa3692b3
debian,libcap2,1:2.25-1,swh:1:dir:1a014dd9fd22d72b10a2899ccab967cf8f8f7620
debian,x11proto-input-dev,2.3.2-1,swh:1:dir:d8b840bda63792de0cbf84f791146589488d849a
debian,xfonts-75dpi,1:1.0.4+nmu1,swh:1:dir:718b447db3e8ba76bd637a96c2444d905f059933
debian,libxml-twig-perl,1:3.50-1,swh:1:dir:1826c49d74a6999d01817c282e7be250e39f779e
debian,libmagickwand-6.q16-3,8:6.9.7.4+dfsg-11+deb9u8,swh:1:dir:6bbc153bc8bf9caed2cc1af0df6628529fd5e388
debian,x11proto-fonts-dev,2.1.3-1,swh:1:dir:18a6145d7e1483c8bb22abc621209cbfa577a65c
debian,python-gtk2,2.24.0-5.1,swh:1:dir:e6e845ea520b52da21c8d71071bcc13a1f2b4a8e
debian,libfile-fcntllock-perl,0.22-3+b2,swh:1:dir:1215866a367b3d077c94d83abf0f9ff8c23fd7f3
ubuntu,openssh-client,1:7.6p1-4ubuntu0.3,swh:1:dir:434311c0200ce908bdaf84eee0f0d29cc9361dcf
ubuntu,libpcre3,2:8.39-9,swh:1:dir:2ec208c9c78b6841fb9fc6bf5c89939c37cbd765
debian,libfontbox-java,1:1.8.12-1,swh:1:dir:371ce6165cde6223eaf32c74e273570bad0ec628
debian,xz-utils,5.2.2-1.2+b1,swh:1:dir:0befcbec644a3b3e73d6f983885f093281e9942d
debian,libavalon-framework-java,4.2.0-9,swh:1:dir:a23ef7051e45aa948f75d11dba0e9f2053d828d4
debian,autotools-dev,20161112.1,swh:1:dir:54116d9453a7dc70949a26374c6d13c9eea3318d
ubuntu,groff-base,1.22.3-10,swh:1:dir:7e58944b8aa8113f77a62a9ca57ec91fc8c1e8f1
debian,xserver-xorg-legacy,2:1.19.2-1+deb9u5,swh:1:dir:83dfa18af6ccc916cbd120a564319db259c4bfa2
debian,libxxf86dga1,2:1.1.4-1+b3,swh:1:dir:f9e706a931c517f342d7cf40f1b36d5686c7cd20
debian,libisccfg-export90,1:9.9.5.dfsg-9+deb8u10,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
debian,libobasis5.3-pyuno,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,dnsutils,1:9.10.3.dfsg.P4-12.3+deb9u6,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
debian,libpam-modules-bin,1.1.8-3.6,swh:1:dir:f0fb8fdccffbb827b5b3d2efd86169463605cb89
ubuntu,libxcb1,1.13-2~ubuntu18.04,swh:1:dir:798807c80fbaf1c0e7bed7cf47717faa51de2947
debian,g++,4:6.3.0-4,swh:1:dir:092486dd2ad6dc75d28590f63357eb64790eafb5
ubuntu,libio-html-perl,1.001-1,swh:1:dir:e9d71339995ee88334392fbabe1b56d37ee1d1ed
debian,libatspi2.0-0,2.22.0-6+deb9u1,swh:1:dir:c516116bcbd2898ba1e7b71602f992281489f4e4
debian,libxxf86dga-dev,2:1.1.4-1+b3,swh:1:dir:f9e706a931c517f342d7cf40f1b36d5686c7cd20
debian,libncurses5,6.0+20161126-1+deb9u2,swh:1:dir:144b0df8a64d3677989d30a7a5003c7e32703b64
debian,libcairo-script-interpreter2,1.14.8-1,swh:1:dir:2710df1e5a22f4411ffdd356d7f67656d35715d5
ubuntu,amd64-microcode,3.20191021.1+really3.20181128.1~ubuntu0.18.04.1,swh:1:dir:9fc34291b790c15133ce388b25a18348c864e1ab
ubuntu,libgts-bin,0.7.6+darcs121130-4,swh:1:dir:822a99dbf57a109ce62236622b9d28bd80397e72
ubuntu,python3-jsonpatch,1.19+really1.16-1fakesync1,swh:1:dir:11d2d35f7a8c23fdce40795dbd9babf76968cd3b
debian,libgomp1,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,gzip,1.6-5+b1,swh:1:dir:a2cc22ed400b2ef4450282242bca8c051139a3d5
debian,libsepol1-dev,2.6-2,swh:1:dir:ec0c6b190e44e8d22402891cf9594a8c2c8a4a84
debian,libpangox-1.0-0,0.0.2-5+b2,swh:1:dir:2cc317910e3fd6f7159f7d7883a209f981fa2e98
debian,sed,4.4-1,swh:1:dir:5a114b1ad360c6a184b6f424e5a755ec5367c009
ubuntu,initramfs-tools-bin,0.130ubuntu3.9,swh:1:dir:74b4ab1e8784161ad23ab3018cedb2c4e242eb0e
debian,libinput-bin,1.6.3-1,swh:1:dir:c9d518d488b9e352ceef07a99f8c075de1b1f9de
debian,libxfont-dev,1:2.0.1-3+deb9u1,swh:1:dir:c8c4af2d34da45eb07788e36be72ee8c42199f5f
debian,postgresql-9.6,9.6.17-0+deb9u1,swh:1:dir:16cb1b8f72af007f25c5e7d82600cf979ba82335
ubuntu,wireless-regdb,2018.05.09-0ubuntu1~18.04.1,swh:1:dir:91e4131cdc6639b6fb130b4af7ae98f555b0ffae
debian,libpaper-utils,1.1.24+nmu5,swh:1:dir:26b880b23a7d7932a42974b8c0b491686f8e786e
debian,libobasis5.3-graphicfilter,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,x11-common,1:7.7+19ubuntu7.1,swh:1:dir:c8badc8868e793fcf16c66393f6e856cd02169bb
debian,libreoffice5.3-en-us,5.3.4.2-2,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
debian,libfakeroot,1.21-3.1,swh:1:dir:46af556dda5377bcb598c9abaf1adb455c0ebc88
debian,libghc-pandoc-citeproc-data,0.10.2.2-1,swh:1:dir:76f4ec0f4684c986a7424512e7d4cf0225e6455f
ubuntu,libssl-dev,1.1.1-1ubuntu2.1~18.04.6,swh:1:dir:b94532cd88fde32de47d0ad69d7c733f0b24c415
debian,libgcc-4.9-dev,4.9.2-10,swh:1:dir:094455ccc1962ca706502412b77d4e1d49545bba
debian,libk5crypto3,1.15-1+deb9u1,swh:1:dir:48a343801882bdf13c066be2b59dc6dd5decddc2
debian,insserv,1.14.0-5.4+b1,swh:1:dir:5fb933618c3afc9bdbea5cc824ba2243157f2ab8
ubuntu,sensible-utils,0.0.12,swh:1:dir:6f2ec23644e85ba2ccf67ace35e2f05c21e42e8f
debian,libkrb5-3,1.15-1+deb9u1,swh:1:dir:48a343801882bdf13c066be2b59dc6dd5decddc2
debian,libxpm4,1:3.5.12-1,swh:1:dir:14a8342fc601f3ad40991563da1883de2ad23752
ubuntu,libsigc++-2.0-0v5,2.10.0-2,swh:1:dir:785e72b38e0d9215684ff4e228d1324fe56f67a6
debian,libprotobuf-c1,1.2.1-2,swh:1:dir:eb652116c35e68bc77ddd478ac02e3ab7edc0688
debian,libilmbase12,2.2.0-12,swh:1:dir:06193e9e5719e1a58d7c5d7b125af120eae4d1dd
ubuntu,libnfnetlink0,1.0.1-3,swh:1:dir:c6ed0e7cfcf22db8f04684e32e7927258ed0d269
debian,uil,2.3.4-13,swh:1:dir:47b2e381df21282f3305b65e8d3c95b8ccd46248
debian,libxcb-xkb1,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,libobasis5.3-en-us-base,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,pidgin,2.12.0-1,swh:1:dir:63ac0395cf8c37f5dcb1d88385ee99a1739c3647
ubuntu,grub-common,2.02-2ubuntu8.15,swh:1:dir:d16fad91d791e11a6e41eea6376dfce091051bdf
ubuntu,apparmor,2.12-4ubuntu5.1,swh:1:dir:5ad58253f744510ba21876c5b3f5d71ca322c536
debian,python3-debianbts,2.6.1,swh:1:dir:a86027aae20f425cd285fc2afbaa0549c5d0aed6
ubuntu,libgdbm-compat4,1.14.1-6,swh:1:dir:d7636ac5a8cb98d45011ca0946d1cdac546e888d
debian,libhtml-tree-perl,5.03-2,swh:1:dir:297af442c8608a2ed0ce0f1184198855be10b3b4
ubuntu,multiarch-support,2.27-3ubuntu1,swh:1:dir:22cb79e66f368b54b876d305c576f6b7af4b37bf
debian,libxi6,2:1.7.9-1,swh:1:dir:3be8667ca048799b3fd20de339584809089cafb7
debian,libxtst6,2:1.2.3-1,swh:1:dir:a2d549095e24c56722225d00a1950ea93766db02
debian,python3-pycurl,7.43.0-2,swh:1:dir:68af2bb929c01c50650addf69f335535f60bd110
debian,ruby-did-you-mean,1.0.0-2,swh:1:dir:d05039cfc54b38ea8c32f4c551bdf89fbce0b39e
ubuntu,libmpdec2,2.4.2-1ubuntu1,swh:1:dir:eb58ea31b3b1f2e4050399d51190bb22e6ed388a
debian,python-openssl,16.2.0-1,swh:1:dir:8eebb19670a08ae51f196298d97941486d690e34
debian,gfortran,4:6.3.0-4,swh:1:dir:092486dd2ad6dc75d28590f63357eb64790eafb5
debian,m4,1.4.18-1,swh:1:dir:8fb3405262d659bffc4dfbb9d15b63337eb0b39a
debian,libobasis5.3-ooolinguistic,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libffi6,3.2.1-6,swh:1:dir:8dbd0f5b6773a24fbafbc3d3afacd14d913f501d
debian,rake,10.5.0-2,swh:1:dir:ac1e1fbe962cbfe357d403e902918c7b001a7202
debian,libprocps3,2:3.3.9-9,swh:1:dir:2591c9c58ac71e2aabdcd4ab474715c6e8233e4e
ubuntu,file,1:5.32-2ubuntu0.4,swh:1:dir:a252abd00257d436ca177cead9d835f3f14b8c3a
debian,firmware-linux-free,3.4,swh:1:dir:6626ad31b94ddb2c1f28eeca287c3f83f019c0c6
debian,libobasis6.0-calc,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,libpci3,1:3.5.2-1ubuntu1.1,swh:1:dir:e72938004abd99c50a27667c1319613f16df2cfb
debian,libgraphite2-dev,1.3.10-1,swh:1:dir:a982fdf737367423e72d254f34a880709088983e
debian,libqt5core5a,5.7.1+dfsg-3+deb9u2,swh:1:dir:4cf9a8b87cdf3ae5923042e21d624741812aa3be
debian,perl-tk,1:804.033-1+b3,swh:1:dir:8a6a871891e937983e58c232a2cd960b9fc08610
debian,base-passwd,3.5.43,swh:1:dir:b5148facbee8bea15c5360e9986e498e5a448c23
ubuntu,libzstd1,1.3.3+dfsg-2ubuntu1.1,swh:1:dir:2bb86c549dfdc01f21184157a6b16e27dc937e52
debian,djvulibre-desktop,3.5.27.1-7,swh:1:dir:fcbc0495559fd29bfb928bdeb28b5d1c9ab0fed3
debian,netcat-traditional,1.10-41+b1,swh:1:dir:781613d2d6e2523e3b4f71d76ce20be39538f1f1
debian,libcups2,2.2.1-8+deb9u5,swh:1:dir:ffcf70ff6066a779383120cbb4813ac0acfca8f8
debian,libxcb1,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
ubuntu,m4,1.4.18-1,swh:1:dir:8fb3405262d659bffc4dfbb9d15b63337eb0b39a
debian,libcwidget3v5,0.5.17-4+b1,swh:1:dir:48c7a4623d952d7f114bbb221237dc232dd11b10
debian,libpolkit-agent-1-0,0.105-18+deb9u1,swh:1:dir:42dadd81ec51223f0888640d97a3e14a81d60442
debian,exim4-daemon-light,4.89-2+deb9u7,swh:1:dir:22be5b34ba95a57829e04336db8e3ce1f4c8fe4d
ubuntu,libncurses5,6.1-1ubuntu1.18.04,swh:1:dir:bcb30bb5cf5e481ede78486696f81e709cd9af5d
debian,libobasis6.0-draw,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,libcgi-pm-perl,4.38-1,swh:1:dir:94d165410a47a2f1638f89745b5de2243b577c77
debian,libnet-ssleay-perl,1.80-1,swh:1:dir:d1afceafe263a7166e07bd6370a953767f1e35a9
ubuntu,libharfbuzz0b,1.7.2-1ubuntu1,swh:1:dir:8c55dd1e856e54b9ccc829fce3c33ec66b3470fc
debian,vim-tiny,2:8.0.0197-4+deb9u3,swh:1:dir:d4b3ad519adf45ef1caf7c32356be2257c15a748
debian,ttf-xfree86-nonfree,4.2.1-5,swh:1:dir:1568f4c4691656eacaf6c46419e2450c3d068222
debian,libtie-ixhash-perl,1.23-2,swh:1:dir:fb1ec0aa3921bb719940f5d18283e0f82065af1e
debian,librhino-java,1.7.7.1-1,swh:1:dir:a24109a2cbfea6ec7bd15dbe0c5625769abd73da
debian,libxft-dev,2.3.2-1+b2,swh:1:dir:c4646dab2dbfbd7e68f8e534c1478469b04d9686
debian,publicsuffix,20190415.1030-0+deb9u1,swh:1:dir:9f5ff016110135fb21f45bb02b9a54e1b8c546d5
debian,patch,2.7.5-1+deb9u2,swh:1:dir:f3217cc9c5fd78b6068cd8598ef63aedf634f2cb
debian,libnet-smtp-ssl-perl,1.04-1,swh:1:dir:c38c19cf15926d0618b1a2a18921246c6cb98878
debian,libwavpack1,5.0.0-2+deb9u2,swh:1:dir:754b3356ab10bfeda06bda7ce186b7f8619314fe
debian,sgml-data,2.0.10,swh:1:dir:7a2d876101b040463ed4e11a7267ed795f056bd0
debian,libxml-xpathengine-perl,0.13-1,swh:1:dir:8ece715fa4f686929c7ab1c1c3cd5040b398d68e
debian,python3-reportbug,7.1.7+deb9u3,swh:1:dir:18e69fd8e34b96a21736aa6c0a109b4ffa87b7d0
ubuntu,libhogweed4,3.4-1,swh:1:dir:113add74284b780e6efc17d8815f2089d1b01f34
debian,passwd,1:4.4-4.1,swh:1:dir:f680c01442c693b84ab8018b5b11de0a5b3d3a32
debian,apt-listchanges,3.10,swh:1:dir:9604f37f8b0f71b794fd86c6651f0d217dcecde6
debian,psmisc,22.21-2.1+b2,swh:1:dir:48452acc184b79069d21340bc98b290fa0538d30
debian,fuse,2.9.7-1+deb9u2,swh:1:dir:18e4bcd7816e6aee69b1b661e95024f3349e6e73
debian,libdpkg-perl,1.18.25,swh:1:dir:968f1082c2db82866391ab42f0a44e700de48bfe
debian,gnupg-agent,2.1.18-8~deb9u4,swh:1:dir:27f3a322e28d1c9f2a2ef9cbc542954f468f7027
ubuntu,tcl8.6,8.6.8+dfsg-3,swh:1:dir:a0e5a231cfe797131498db753fa4a754d37e83ba
debian,evemu-tools,2.6.0-0.1,swh:1:dir:473a52df4fcb124401b4e3dcf3c936cade3e3091
debian,krb5-locales,1.15-1+deb9u1,swh:1:dir:48a343801882bdf13c066be2b59dc6dd5decddc2
debian,libxerces2-java,2.11.0-7,swh:1:dir:dea4805f0415392bbcbc7f85844403f53b72b9a1
debian,dash,0.5.8-2.4,swh:1:dir:bb833441e465cef1f87fa8282406f8822c0590b0
ubuntu,libcgraph6,2.40.1-2,swh:1:dir:59e89b224e3ff3ac93dcd77cbd3828ae7f87ae2d
debian,liblz4-1,0.0~r131-2+b1,swh:1:dir:8774f6071b91f0124b97387b02fb62eeac2085e7
debian,libqt5test5,5.7.1+dfsg-3+deb9u2,swh:1:dir:4cf9a8b87cdf3ae5923042e21d624741812aa3be
ubuntu,cryptsetup-bin,2:2.0.2-1ubuntu1.1,swh:1:dir:d7ce65a330490b5f14269a70a04cbeb8f77db3bf
debian,libopencv-objdetect2.4v5,2.4.9.1+dfsg1-2,swh:1:dir:8c48d5da54dd6f953aefb1fffc6a27439fd296e3
debian,libzmq5,4.2.1-4+deb9u2,swh:1:dir:ede3ed11a4bc7a14be1fca9e97659913f53eac60
ubuntu,ca-certificates-java,20180516ubuntu1~18.04.1,swh:1:dir:2d13167cf7fc4d5aebf6242847b8ef9050baff61
debian,time,1.7-25.1+b1,swh:1:dir:aafdde88b2aae7129e55bbab1e290b9e12022b4e
debian,libwebpmux2,0.5.2-1,swh:1:dir:cfd00e010ee97a366c2a01a6ae03bc35b3a511a2
debian,libpython3.5-stdlib,3.5.3-1+deb9u1,swh:1:dir:09d850978b959c429713f8994c49aed25b71ac4d
debian,postgresql-client-9.6,9.6.17-0+deb9u1,swh:1:dir:16cb1b8f72af007f25c5e7d82600cf979ba82335
debian,code,1.46.1-1592428892,swh:1:dir:8e5c6c991abe8c7d1dc452af90907e22a1fc96be
debian,startpar,0.59-3.1,swh:1:dir:56779cee59f6c562c41bd3f3cdfde5ed3bbaebb0
ubuntu,libdevmapper-event1.02.1,2:1.02.145-4.1ubuntu3.18.04.3,swh:1:dir:1ad291f41cc430d99ced1497aa526b86892c9065
debian,hexchat,2.12.4-3,swh:1:dir:0556fe0fa1519fa96d1db86652dba094fee522b4
debian,libharfbuzz-icu0,1.4.2-1,swh:1:dir:0cd71a8d46386d404225e160d8fd2705eb094a9f
debian,libhogweed2,2.7.1-5+deb8u2,swh:1:dir:f36d52af8897298e2d2fe90559567f1e42302dd3
debian,sgmlspl,1.03ii-36,swh:1:dir:15850a820b1a8941466410ef3ab4e9d63d436f19
ubuntu,libgpg-error0,1.27-6,swh:1:dir:056b86bc17da50edfc4e0356813688f89a5ab9d8
ubuntu,bc,1.07.1-2,swh:1:dir:95d1127bd326549e6038d48fa16b8ee44bedefcf
debian,libblas-common,3.7.0-2,swh:1:dir:82711d5bb296d3e8eeaeb900cfab61fe46693888
debian,libustr-1.0-1,1.0.4-6,swh:1:dir:d4b9bd779c25356dea4a4cb4c32e57a0fc587bb6
debian,libglew2.0,2.0.0-3+b1,swh:1:dir:e3c4e5ce40f65ffba3aab722d267a59756e7377e
debian,dpkg-dev,1.18.25,swh:1:dir:968f1082c2db82866391ab42f0a44e700de48bfe
debian,adwaita-icon-theme,3.22.0-1+deb9u1,swh:1:dir:2801005f2dc7295029e7a95c62ddc7136cd41a70
debian,glib-networking-services,2.50.0-1+b1,swh:1:dir:9524e003e1eae00cc8ec6c52f8b07360c2f7f84a
debian,keyutils,1.5.9-9,swh:1:dir:fb5c2d708dd4055293ae694e0e94c5d1afd118bc
debian,libdns-export100,1:9.9.5.dfsg-9+deb8u10,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
ubuntu,libjpeg8,8c-2ubuntu8,swh:1:dir:22d25e6319b220ca12d396ba7e5facc4ae56e924
debian,sysv-rc,2.88dsf-59.9,swh:1:dir:94a88c21d72d16e7aeca43ee4b17b3d133ef28a7
ubuntu,libatomic1,8.4.0-1ubuntu1~18.04,swh:1:dir:d49af0c20553df7786c37c2c2f91ac5808a9d6ec
debian,libsnappy1v5,1.1.3-3,swh:1:dir:3789ad0d5128e841c81a1551191bcd1c9fe35ef8
debian,lynx-common,2.8.9dev11-1,swh:1:dir:63d413bb5c64ea2d5b912065ddbbb648c78365a6
ubuntu,libfdisk1,2.31.1-0.4ubuntu3.6,swh:1:dir:219ac324d6a820363ecccef42df3a5c6bb53f289
debian,libgtkmm-3.0-1v5,3.22.0-1,swh:1:dir:f0f038b28c79739bfaf4df2ae5f2a56a6cd411eb
debian,libobasis6.1-pyuno,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,djview4,4.10.6-1,swh:1:dir:b59cc7b08721a7d459493a5285f71ce0307a1941
ubuntu,libdrm2,2.4.101-2~18.04.1,swh:1:dir:227f8dd567be578c85a00d0bded441f340b6b5c0
ubuntu,linux-modules-extra-5.3.0-62-generic,5.3.0-62.56~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
ubuntu,python3-certifi,2018.1.18-2,swh:1:dir:59c6a963077119da5952daf068648b84edab3279
debian,libcdio13,0.83-4.3+b1,swh:1:dir:ff1f3b2b13254edc74ed046499cb205cefa9a73f
ubuntu,libparted2,3.2-20ubuntu0.2,swh:1:dir:69f60f6fd06e4b2ebfb9461e72223a70ac7588e8
debian,libldb1,2:1.1.27-1+deb9u1,swh:1:dir:9bb2d58f9d4cbd8b876652d6dbb7933245408648
debian,x11proto-core-dev,7.0.31-1,swh:1:dir:275c5b8d33be741fdc0005ea179cbcdd42445ee4
debian,libtiff5-dev,4.0.8-2+deb9u5,swh:1:dir:11ac4c1d9ec5e17d538643c1c9dd2fc1204d209e
ubuntu,libgpm2,1.20.7-5,swh:1:dir:7ae162f1dba0694a7984c38d9c34bce8aedbdb4c
debian,libdca0,0.0.5-10,swh:1:dir:9ef08b39d96b7fe2797640583c8653fff897c492
ubuntu,python3-automat,0.6.0-1,swh:1:dir:03ac1eabed84a0d494218786458885f211653384
debian,x11proto-fixes-dev,1:5.0-2,swh:1:dir:5d1715bbb84db89d184223d42574895fceebc1ad
debian,libdns162,1:9.10.3.dfsg.P4-12.3+deb9u6,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
debian,apt,1.4.10,swh:1:dir:e511fec46be8b258dff3596887adc9f6f459299c
debian,traceroute,1:2.1.0-2,swh:1:dir:16b7d93dd24d1ea26b14301d0498b964201303c6
debian,libblkid1,2.29.2-1+deb9u1,swh:1:dir:726b78b92e3809d74cd1437dd51e373607bdd8ad
debian,libxcb-present-dev,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,libvpx4,1.6.1-3+deb9u2,swh:1:dir:f1dd908cedf8f96283fc86a760bd7d2fd8c3884e
debian,libwmf-bin,0.2.8.4-10.6,swh:1:dir:29caeb31b6c0c35dc47d0399e80eb8d8d75f2857
debian,libcups2-dev,2.2.1-8+deb9u5,swh:1:dir:ffcf70ff6066a779383120cbb4813ac0acfca8f8
ubuntu,libdevmapper1.02.1,2:1.02.145-4.1ubuntu3.18.04.3,swh:1:dir:1ad291f41cc430d99ced1497aa526b86892c9065
debian,bsd-mailx,8.1.2-0.20160123cvs-4,swh:1:dir:6380bfb05341b67d3beabc52b9e293a014d3cc4d
ubuntu,pinentry-curses,1.1.0-1,swh:1:dir:a19cda64f787a682211e001d668176398f544e74
debian,libboost-regex1.62.0,1.62.0+dfsg-4,swh:1:dir:c31773045a388de5de3ffc831aa3b9923f305efc
debian,libwayland-client0,1.12.0-1+deb9u1,swh:1:dir:7ae99977dfa91080724f154bc6d6c8132b3369ac
ubuntu,git,1:2.17.1-1ubuntu0.7,swh:1:dir:5ce499343e937249b3bcf34bb75ead41742340b2
ubuntu,iptables-persistent,1.0.4+nmu2ubuntu1,swh:1:dir:3ecbe1b7d521cef1f7f28f6b4062e718d9c288e3
debian,xxd,2:8.0.0197-4+deb9u3,swh:1:dir:d4b3ad519adf45ef1caf7c32356be2257c15a748
debian,gir1.2-glib-2.0,1.50.0-1+b1,swh:1:dir:e5668e4fbee5fcde656b4fa6a6d654d3a0edd46f
debian,hexchat-common,2.12.4-3,swh:1:dir:0556fe0fa1519fa96d1db86652dba094fee522b4
debian,laptop-detect,0.13.8,swh:1:dir:2b38937918ff48468d9ce2df2812d5538b178592
debian,xmlto,0.0.28-1,swh:1:dir:f3b6ca24ff0d6293259eb295e3879d78f59970a5
ubuntu,uuid-runtime,2.31.1-0.4ubuntu3.6,swh:1:dir:219ac324d6a820363ecccef42df3a5c6bb53f289
ubuntu,tcl-dev,8.6.0+9,swh:1:dir:a3d6d01d73d762852f01ead3a3cd3db2c739416a
debian,libfreetype6,2.6.3-3.2+deb9u1,swh:1:dir:bc6c264557982d5812a2bb1f891d590f154a2063
ubuntu,python3-netifaces,0.10.4-0.1build4,swh:1:dir:6a7b41a067ab596c5028cc2a3629fb206fc71f86
debian,x11proto-dri2-dev,2.8-2,swh:1:dir:c0d34802fb435afd3a19cf9db0c1fe652af39394
debian,libelfg0,0.8.13-5,swh:1:dir:905a775d479581743529cb8e0c6a120d90fd9560
debian,libltdl7,2.4.6-2,swh:1:dir:98af7b7f6241228c735da3acc3c0bd9c6dabc271
debian,dpkg,1.18.25,swh:1:dir:968f1082c2db82866391ab42f0a44e700de48bfe
debian,gir1.2-atk-1.0,2.22.0-1,swh:1:dir:2488e8e45e74a7547938afdbe0cc99129b08b5e0
ubuntu,libc6,2.27-3ubuntu1,swh:1:dir:22cb79e66f368b54b876d305c576f6b7af4b37bf
debian,libcairo2,1.14.8-1,swh:1:dir:2710df1e5a22f4411ffdd356d7f67656d35715d5
debian,libpixman-1-0,0.34.0-1,swh:1:dir:da91d0dd7f786788f28ffd4f1249524c7fad1c0c
debian,hwdata,0.290-1,swh:1:dir:6da3cd7b1c3c1517d3590509cfe9e373acf7f2b9
ubuntu,manpages-dev,4.15-1,swh:1:dir:19544bea5a4e6de18f83ff70fce209d3fa3f7f70
debian,libelf1,0.168-1,swh:1:dir:905a775d479581743529cb8e0c6a120d90fd9560
ubuntu,gawk,1:4.1.4+dfsg-1build1,swh:1:dir:2ae9b986382c9d6987ddc3765f8ebf1355b5e167
ubuntu,libgirepository-1.0-1,1.56.1-1,swh:1:dir:5b0169871a9e3497404c8043684e829ca719b58e
ubuntu,libkrb5-3,1.16-2ubuntu0.1,swh:1:dir:f924dff2b731844d81fd732405b83d5919fc6edb
debian,libgs9,9.26a~dfsg-0+deb9u6,swh:1:dir:e9dbe324ed9e9c5258ad45d1f4c27e2199947c12
debian,libgtkmm-3.0-1,3.14.0-1,swh:1:dir:ed861f95d7c3c25132df698ca5b3d15723952145
debian,pandoc-citeproc,0.10.2.2-1+b2,swh:1:dir:76f4ec0f4684c986a7424512e7d4cf0225e6455f
debian,libslang2,2.3.1-5,swh:1:dir:64185ae7fa3b5373d2d68eb63d726dac030adcab
debian,libavcodec57,7:3.2.14-1~deb9u1,swh:1:dir:085de4bd8865a7e8540c32a9243afcc364d1c5aa
debian,libobasis6.0-impress,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,debconf-i18n,1.5.66ubuntu1,swh:1:dir:29ffa898dcf4201e1b7e70fbaff77e0adb3bdc5c
debian,libtinfo-dev,6.0+20161126-1+deb9u2,swh:1:dir:144b0df8a64d3677989d30a7a5003c7e32703b64
debian,libmspack0,0.5-1+deb9u3,swh:1:dir:83ecb8cbb92f08d29c055601e4853f5ba09cb213
ubuntu,btrfs-tools,4.15.1-1build1,swh:1:dir:7a7b66ebb726ce733a813d1ec03533b6c8cd12ea
ubuntu,libice6,2:1.0.9-2,swh:1:dir:18b983ff4678b4cc2a9ff124c61be8747ada1385
debian,libobasis5.3-filter-data,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,libbind9-160,1:9.11.3+dfsg-1ubuntu1.12,swh:1:dir:882614b2f02ab5f03af61ec07bf12068ebc5e66a
ubuntu,libgcrypt20,1.8.1-4ubuntu1.2,swh:1:dir:e5000fc2a116b97815a43dd3b28cd9466fc4f903
debian,libdvdread4,5.0.3-2,swh:1:dir:62bd53ac5c9a319d513a31846926f436bbe15adb
debian,libva-x11-1,1.7.3-2,swh:1:dir:4d394cfca6ccb3a7f7ee9807f2596acffbd3111b
