distro,package,version,swhid
debian,libpulse0,10.0-1+deb9u1,swh:1:dir:633f63290970363ad5f65237d2f3c50766a2928c
debian,libgtkmm-3.0-dev,3.22.0-1,swh:1:dir:f0f038b28c79739bfaf4df2ae5f2a56a6cd411eb
debian,libopenal1,1:1.17.2-4+b2,swh:1:dir:6f99d83796163a6504ab2120d9370e14591eb0f6
debian,initramfs-tools,0.130,swh:1:dir:5fe2e753846310fd605e29ececec205a448dd7c8
ubuntu,ethtool,1:4.15-0ubuntu1,swh:1:dir:2a125bc0edff5a43623ca8e0e79172fe4843a4a4
ubuntu,libnetfilter-conntrack3,1.0.6-2,swh:1:dir:2ac511ea58e033b6a4b49570dc5296291fbd7236
ubuntu,gir1.2-glib-2.0,1.56.1-1,swh:1:dir:5b0169871a9e3497404c8043684e829ca719b58e
debian,libsm-dev,2:1.2.2-1+b3,swh:1:dir:b5678c679ed14f298b3c9824beae3a36e18dd097
debian,libcommons-parent-java,39-3,swh:1:dir:b9a1afef9f14da612593124be40c7bdb76a9ff4c
debian,gir1.2-freedesktop,1.50.0-1+b1,swh:1:dir:e5668e4fbee5fcde656b4fa6a6d654d3a0edd46f
debian,python-six,1.10.0-3,swh:1:dir:7aab37c6e28201ba559449245e762e47fea83e96
ubuntu,unar,1.10.1-2build3,swh:1:dir:0200afd14e51f6b5ecee14b42e918f7be83d8871
debian,mono-4.0-gac,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
ubuntu,ssh-import-id,5.7-0ubuntu1.1,swh:1:dir:f01a192bf1a69b52fd107fcbe3c34ca98ecdba28
debian,libxcb-present0,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
ubuntu,gpgv,2.2.4-1ubuntu1.2,swh:1:dir:52ef802d5c3136126809128e408ef580b6980625
debian,libdns-export162,1:9.10.3.dfsg.P4-12.3+deb9u6,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
ubuntu,python3-problem-report,2.20.9-0ubuntu7.15,swh:1:dir:c8b4bb0da4aae0e1f8db4d7592fe062ea04ffdc5
debian,libsratom-0-0,0.6.0~dfsg0-1,swh:1:dir:b1285e461e860ad2a27651c794478682c6f026ae
ubuntu,libxmu6,2:1.1.2-2,swh:1:dir:309bb0263973086d3c0dcbcc783a9f4f460287bd
debian,libwbclient0,2:4.5.16+dfsg-1+deb9u2,swh:1:dir:7a436c30359252fc5f542645c1572e8d7bf2c9ae
ubuntu,nagios-nrpe-server,3.2.1-1ubuntu1,swh:1:dir:79e57f93b0ed3d613a9b90d8f8c0700d81802130
debian,libfile-copy-recursive-perl,0.38-1,swh:1:dir:ba4fe20e3333e6c84fb5c84fa9f6b50991884a8d
debian,libluajit-5.1-2,2.0.4+dfsg-1+b1,swh:1:dir:645e0195a9a5914d048c3cb330728541b396209c
ubuntu,libheimntlm0-heimdal,7.5.0+dfsg-1,swh:1:dir:9fc403274b47db80856cf6380eb3061bb181fba1
debian,libonig4,6.1.3-2,swh:1:dir:c3e3d1ed2ebcd268b285f1ee810b0ab06b408fc6
debian,libhtml-format-perl,2.12-1,swh:1:dir:0d241d4d0b7af02ff0d50c589aa35b658f6c10bd
ubuntu,base-passwd,3.5.44,swh:1:dir:e9d0a2aab4bd4f3b318c0cee406ef6fbd40d1d9d
debian,libpng16-16,1.6.28-1+deb9u1,swh:1:dir:75688ac520e4a1bf0dcbcd3a7f03f6e52ee90476
debian,libreoffice6.1-ure,6.1.0.3-3,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
debian,libnice10,0.1.13-2,swh:1:dir:110ad2805b9397250b1c506a7a11ba0158f82b39
debian,libltdl-dev,2.4.6-2,swh:1:dir:98af7b7f6241228c735da3acc3c0bd9c6dabc271
debian,libxcb-util0,0.3.8-3+b2,swh:1:dir:6823a2e66834d600a7806a8f95bc55c75a6876dd
ubuntu,plymouth,0.9.3-1ubuntu7.18.04.2,swh:1:dir:daec225431fe3a9d370dcf3ac0d3ad08dcbc72d9
debian,libqt5sql5,5.7.1+dfsg-3+deb9u2,swh:1:dir:4cf9a8b87cdf3ae5923042e21d624741812aa3be
ubuntu,libgcc-7-dev,7.5.0-3ubuntu1~18.04,swh:1:dir:1c05dc7c4afc412096a0cf418dfc5acd9e415b57
debian,libgles1-mesa,13.0.6-1+b2,swh:1:dir:18fb39f3821d80388eb01f24efcde508a5a22a74
debian,grep,2.27-2,swh:1:dir:bdbc54dd2ff4e1229971e6ab2b13f55afceb86e5
debian,libobasis6.1-graphicfilter,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libsemanage1,2.6-2,swh:1:dir:847a000099f0bf4396f6591afcee7d51f19300f0
ubuntu,make,4.1-9.1ubuntu1,swh:1:dir:443600feab0f10e66c357872364fd28332951c24
ubuntu,graphviz,2.40.1-2,swh:1:dir:59e89b224e3ff3ac93dcd77cbd3828ae7f87ae2d
ubuntu,libasn1-8-heimdal,7.5.0+dfsg-1,swh:1:dir:9fc403274b47db80856cf6380eb3061bb181fba1
debian,qml-module-qtquick-privatewidgets,5.7.1~20161021-2,swh:1:dir:e7b27b3107acc714e00356b4a54cce95986dc55c
debian,imagemagick,8:6.9.7.4+dfsg-11+deb9u8,swh:1:dir:6bbc153bc8bf9caed2cc1af0df6628529fd5e388
ubuntu,libnih1,1.0.3-6ubuntu2,swh:1:dir:0ed1b51deab5d0bea9db15fba226add48133f80e
ubuntu,linux-headers-5.3.0-61-generic,5.3.0-61.55~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
ubuntu,libssl1.1,1.1.1-1ubuntu2.1~18.04.6,swh:1:dir:b94532cd88fde32de47d0ad69d7c733f0b24c415
ubuntu,time,1.7-25.1build1,swh:1:dir:df086807ab48441f648db0c9b7896e735684944e
debian,libqt5multimediawidgets5,5.7.1~20161021-2,swh:1:dir:12aae20550284c69bea01b391c49c5a97ab9b097
debian,vim-runtime,2:8.0.0197-4+deb9u3,swh:1:dir:d4b3ad519adf45ef1caf7c32356be2257c15a748
ubuntu,cryptsetup,2:2.0.2-1ubuntu1.1,swh:1:dir:d7ce65a330490b5f14269a70a04cbeb8f77db3bf
ubuntu,python3-systemd,234-1build1,swh:1:dir:2c838196d13dd23d8f9e78922468de6503704a0f
ubuntu,libalgorithm-merge-perl,0.08-3,swh:1:dir:ec5083d6748dd212d9008dd5ea8bf9fbc626c92c
debian,libmono-cairo4.0-cil,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
debian,libhttp-message-perl,6.11-1,swh:1:dir:454ec503967ecfea3132ffe30d642759c8d6e055
debian,libgnutls-deb0-28,3.3.8-6+deb8u4,swh:1:dir:32d3e8f13dbbb57482bc266811f73c3c92ee219a
debian,libavresample2,6:11.8-1~deb8u1,swh:1:dir:085de4bd8865a7e8540c32a9243afcc364d1c5aa
ubuntu,nplan,0.99-0ubuntu3~18.04.3,swh:1:dir:cc67d4008958e6ab8146391b8cc4815b81462fae
ubuntu,bash-completion,1:2.8-1ubuntu1,swh:1:dir:957a1603725ddc747be2747c363a288314b5e1da
debian,libip4tc0,1.6.0+snapshot20161117-6,swh:1:dir:f99a366f5c19a4a7cdc6d55c9c3fc44577ba3fe9
debian,libobasis6.0-writer,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libqtcore4,4:4.8.7+dfsg-11,swh:1:dir:96697ee08e13d2823db56f2404f25d5c31d4e2a0
debian,fonts-dejavu-core,2.37-1,swh:1:dir:c26aee746149a46bb2b632d247b4bdb1590c5aee
ubuntu,libopts25,1:5.18.12-4,swh:1:dir:80f53cffd1ea5e5698dcff4daeca4395a6334fd8
ubuntu,usbutils,1:007-4build1,swh:1:dir:493bdc59b7b7b726b9a9c0340ad2907d145beccf
debian,libobasis6.1-onlineupdate,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libnfsidmap2,0.25-5.1,swh:1:dir:e165615f9551192a758d3f359fc716107cd57988
debian,libopencv-core2.4v5,2.4.9.1+dfsg1-2,swh:1:dir:8c48d5da54dd6f953aefb1fffc6a27439fd296e3
debian,libssh2-1,1.7.0-1+deb9u1,swh:1:dir:cd5d21eeb4949a0ad0dc164609462b687890039e
debian,libidn2-0,0.16-1+deb9u1,swh:1:dir:524a95a899320c1831aa48797a4bfa9547ba8d66
debian,libpci3,1:3.5.2-1,swh:1:dir:3da63cdbd80bea1933384167677971751a0a77e2
ubuntu,libpam-modules,1.1.8-3.6ubuntu2.18.04.1,swh:1:dir:0fad40dbe5151c6d1d292f3069c82c471b91dd4c
debian,libobasis6.0-firebird,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,ncurses-base,6.0+20161126-1+deb9u2,swh:1:dir:144b0df8a64d3677989d30a7a5003c7e32703b64
debian,bsdutils,1:2.29.2-1+deb9u1,swh:1:dir:726b78b92e3809d74cd1437dd51e373607bdd8ad
ubuntu,libkmod2,24-1ubuntu3.4,swh:1:dir:cfcced290d3ddb0a43a23c9addc2d579fb408432
ubuntu,python3-newt,0.52.20-1ubuntu1,swh:1:dir:5e230206d4b01d0d37f1a80b8e565b03a48f8945
debian,perl,5.24.1-3+deb9u6,swh:1:dir:2446041d81dbc2812c691389a82b6016068f79c5
ubuntu,wget,1.19.4-1ubuntu2.2,swh:1:dir:02b67d411f1a0611b8540ec59bb5f09bd76ac925
debian,libsystemd-dev,232-25+deb9u12,swh:1:dir:197caa63e861576322e63abc9e6d7107587b7e06
ubuntu,iucode-tool,2.3.1-1,swh:1:dir:96a19d8998bf5f3eba353f8c9529ed93e97686e1
debian,ienglish-common,3.4.00-5,swh:1:dir:d11162c1328670275e41ff7ad7565ee3945408df
debian,libgmpxx4ldbl,2:6.1.2+dfsg-1,swh:1:dir:e1349719b076aaf121bee06ef7fd624f327e30b4
debian,libkadm5clnt-mit11,1.15-1+deb9u1,swh:1:dir:48a343801882bdf13c066be2b59dc6dd5decddc2
ubuntu,screen,4.6.2-1ubuntu1,swh:1:dir:789bf2ae3bbc6563528de91dfca958f045e96903
debian,libxkbcommon0,0.7.1-2~deb9u1,swh:1:dir:b0e83ec177e9148dc2b65db0c91ad151bc0ea84d
ubuntu,linux-modules-5.3.0-62-generic,5.3.0-62.56~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
debian,libcloog-isl4,0.18.4-1+b1,swh:1:dir:8457e551abcfc5c9ab55f3daa91b1393016cbab8
debian,libproxy1,0.4.11-4+b2,swh:1:dir:968fbab8c9c1065498785ae935d2a90b80a1ca85
debian,libwxbase3.0-0,3.0.2-1+b1,swh:1:dir:9c6ce2937924796dfd57284bb13120361ae5dd1a
debian,libcolord2,1.3.3-2,swh:1:dir:5e7df8e868edfb50f0893e5cb88b537501cf4550
debian,libobasis5.3-kde-integration,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,apport-symptoms,0.20,swh:1:dir:a6f3a8f1f77acf72fac8fa89e4c417e090777f69
debian,libyaml-0-2,0.1.7-2,swh:1:dir:f24c37620e0a6746b0bf6720dbb3a13f733f7568
ubuntu,liblvm2app2.2,2.02.176-4.1ubuntu3.18.04.3,swh:1:dir:1ad291f41cc430d99ced1497aa526b86892c9065
debian,libpathplan4,2.38.0-17,swh:1:dir:a1316aee79b47201079d36f6240c368a98afa19e
debian,libibus-1.0-5,1.5.14-3+deb9u2,swh:1:dir:7eb63f19b75149c7bac0d395f8e13a093b263b71
debian,firmware-iwlwifi,20161130-5,swh:1:dir:afbf56a5e4161611792c6c808daa7ffc488e88e9
debian,libavahi-client3,0.6.32-2,swh:1:dir:0670284751c68987708f9a9b4525c7be1ece81e7
ubuntu,ebtables,2.0.10.4-3.5ubuntu2.18.04.3,swh:1:dir:c374883f04ac4c795a896d608d6d0e5ce601ee27
debian,libx11-xcb1,2:1.6.4-3+deb9u1,swh:1:dir:56f66cce36d99cd6a52ff9ff3eae47f8b1865b74
debian,linux-image-4.9.0-7-amd64,4.9.110-3+deb9u2,swh:1:dir:70722afb6c92e51df227926c81d8727ffc8cde3e
debian,libcwidget3,0.5.17-2,swh:1:dir:3913431db16553d7505485767f84ad33644af7c3
ubuntu,python3-asn1crypto,0.24.0-1,swh:1:dir:1c1b7e2022b140ae4cc1e9c102f00d4112703734
debian,libxdamage1,1:1.1.4-2+b3,swh:1:dir:99fa385cc7a9b2de253a41bae29783a188e8862f
debian,kbd,2.0.3-2+b1,swh:1:dir:f1ea7ed36699561d97cbc2db3c6bcb9796d785cb
debian,firmware-misc-nonfree,20161130-5,swh:1:dir:afbf56a5e4161611792c6c808daa7ffc488e88e9
debian,libksba8,1.3.5-2,swh:1:dir:bf7cdf4068e88bf1420d5d17ed32741b0de7244c
debian,lsb-base,9.20161125,swh:1:dir:635150679c62b1f4814e431150b00e0154c81e58
ubuntu,netfilter-persistent,1.0.4+nmu2ubuntu1,swh:1:dir:3ecbe1b7d521cef1f7f28f6b4062e718d9c288e3
debian,libgmp10,2:6.1.2+dfsg-1,swh:1:dir:e1349719b076aaf121bee06ef7fd624f327e30b4
debian,default-jre,2:1.8-58+deb9u1,swh:1:dir:7d61a83ca735ced3f4698cb2c7a50a990b01eef2
debian,libxfixes3,1:5.0.3-1,swh:1:dir:e99097774820a5c309e797a7d559869d664e4674
debian,libgpm-dev,1.20.4-6.2+b1,swh:1:dir:8afe921c73f2a0b93da07b3467b9cbb44de964d4
ubuntu,libpixman-1-0,0.34.0-2,swh:1:dir:053ea839256df7f8a490704ed3cfb91462d8e8d5
ubuntu,libpython3.6-stdlib,3.6.9-1~18.04ubuntu1,swh:1:dir:ebd7f07bdd6e815949ba195b960824d1e74b2cea
debian,pulseaudio-utils,10.0-1+deb9u1,swh:1:dir:633f63290970363ad5f65237d2f3c50766a2928c
debian,libdc1394-22,2.2.5-1,swh:1:dir:07db1f793ca8597b4c129ca581499a967ca12911
ubuntu,libnuma1,2.0.11-2.1ubuntu0.1,swh:1:dir:8536aeb5fbc0dc3a885e54e17085c7a26e147bde
debian,libxmu6,2:1.1.2-2,swh:1:dir:309bb0263973086d3c0dcbcc783a9f4f460287bd
ubuntu,patch,2.7.6-2ubuntu1.1,swh:1:dir:b9b81a3a11257b72f582303596956c6726893b88
debian,libx11-xcb-dev,2:1.6.4-3+deb9u1,swh:1:dir:56f66cce36d99cd6a52ff9ff3eae47f8b1865b74
debian,libobasis6.0-extension-pdf-import,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,libcc1-0,8.4.0-1ubuntu1~18.04,swh:1:dir:d49af0c20553df7786c37c2c2f91ac5808a9d6ec
debian,vdpau-driver-all,1.1.1-6,swh:1:dir:6463c1060dcdd30f65e062c02a58797d82daeab5
debian,libxcb-xf86dri0-dev,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,libobasis5.3-onlineupdate,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,containerd.io,1.2.10-3,swh:1:dir:12052fb27a7324cfa2b9985791272a8d2c90c322
debian,libthai-data,0.1.26-1,swh:1:dir:32a9616cd739546564e3aa536b44a0f03d696767
debian,liblwp-protocol-https-perl,6.06-2,swh:1:dir:7fc0e3f4a147f85c4384e07962dd0d6fad91943b
ubuntu,libunistring2,0.9.9-0ubuntu2,swh:1:dir:27a566d1db8f851aaf6014ab863925190e111092
debian,libwebp6,0.5.2-1,swh:1:dir:cfd00e010ee97a366c2a01a6ae03bc35b3a511a2
debian,python-enchant,1.6.7-1,swh:1:dir:c06bf7240bf75af70b522c93bf428d31c970b26e
debian,libdrm-intel1,2.4.74-1,swh:1:dir:9f4ec9c3246435e566a6cc24a9038de5a579beda
debian,libargon2-0,0~20160821-1+b1,swh:1:dir:fe0fe7110f0c3d2c11669341ff6fc41788d465cb
debian,whiptail,0.52.19-1+b1,swh:1:dir:d314d163b3c4d2f488d1d0c61657f3d10aa5be4e
ubuntu,libip6tc0,1.6.1-2ubuntu2,swh:1:dir:32dea11f72b1fb4d16ceefccb6b7f15e351f0ad9
debian,mime-support,3.60,swh:1:dir:474b91068291f3342cb0573e8697677629a3a004
ubuntu,python3-hyperlink,17.3.1-2,swh:1:dir:f0ea4bfe937bab258c35084e49e19fcf6f9bde95
ubuntu,kmod,24-1ubuntu3.4,swh:1:dir:cfcced290d3ddb0a43a23c9addc2d579fb408432
debian,va-driver-all,1.7.3-2,swh:1:dir:4d394cfca6ccb3a7f7ee9807f2596acffbd3111b
ubuntu,gnustep-base-runtime,1.25.1-2ubuntu3,swh:1:dir:112b98c2620f17cdb8e21ded1dcfc0b3ffecf7d7
debian,libxmuu-dev,2:1.1.2-2,swh:1:dir:309bb0263973086d3c0dcbcc783a9f4f460287bd
debian,libglibmm-2.4-dev,2.50.0-1,swh:1:dir:b5875627784774b8baf49e8b86c6c7a76efab278
debian,libxcb-ewmh-dev,0.4.1-1,swh:1:dir:e3f6e50a4c9c401c70204bdfbc93384196d7b7f5
ubuntu,libnl-3-200,3.2.29-0ubuntu3,swh:1:dir:47622d616e634133cc5f08d849cc29de0560aaeb
debian,perl-openssl-defaults,3,swh:1:dir:28b73464910fbc02d90d0c85fdcaf353fa3a01f1
debian,libunibreak1,1.1-2,swh:1:dir:c480dc8418b43e5918eabd8b2b83c0851ba9f859
debian,libtiffxx5,4.0.8-2+deb9u5,swh:1:dir:11ac4c1d9ec5e17d538643c1c9dd2fc1204d209e
ubuntu,libnetplan0,0.99-0ubuntu3~18.04.3,swh:1:dir:cc67d4008958e6ab8146391b8cc4815b81462fae
debian,libasan3,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,libtmglib-dev,3.7.0-2,swh:1:dir:82711d5bb296d3e8eeaeb900cfab61fe46693888
debian,build-essential,12.3,swh:1:dir:6e08dbc08882c7ac2649fec8048bbb42f1a6756c
debian,libpcre3-dev,2:8.39-3,swh:1:dir:9108bd4114b8751cdab77aae090e0f0bd7cdef55
debian,python3-gi,3.22.0-2,swh:1:dir:68352604151cd3f3fb78da4f681a64559e86c06a
debian,libdevel-globaldestruction-perl,0.14-1,swh:1:dir:b18df9f5a28a156e9c42a709bc9580e6c55441a1
debian,libxtables10,1.4.21-2+b1,swh:1:dir:2ae482004a63057ef060fd9b31ad864c2183a3c9
ubuntu,libapparmor1,2.12-4ubuntu5.1,swh:1:dir:5ad58253f744510ba21876c5b3f5d71ca322c536
debian,libkmod2,23-2,swh:1:dir:a8306b48197c39616c130281ca55b8b4ef8de7dc
debian,libxcb-image0-dev,0.4.0-1+b2,swh:1:dir:4eabfa46b26313908eca84e463a5ffe8377ad6b6
ubuntu,libpython3-stdlib,3.6.7-1~18.04,swh:1:dir:7cae6c5e77b7425d10484312f89f6e095d93ff80
debian,libsmbclient,2:4.5.16+dfsg-1+deb9u2,swh:1:dir:7a436c30359252fc5f542645c1572e8d7bf2c9ae
debian,libatspi2.0-dev,2.22.0-6+deb9u1,swh:1:dir:c516116bcbd2898ba1e7b71602f992281489f4e4
debian,libatk-wrapper-java-jni,0.33.3-13+deb9u1,swh:1:dir:a03f1ce1352511019a0ec122edb963d23a846af4
debian,libgl1-mesa-dri,13.0.6-1+b2,swh:1:dir:18fb39f3821d80388eb01f24efcde508a5a22a74
ubuntu,libxext6,2:1.3.3-1,swh:1:dir:8bcfeab36aea39665b760fb9b6b4420b42b36ef4
ubuntu,libc-dev-bin,2.27-3ubuntu1,swh:1:dir:22cb79e66f368b54b876d305c576f6b7af4b37bf
ubuntu,liblxc-common,3.0.3-0ubuntu1~18.04.1,swh:1:dir:5b00322a110230ab3373c45fd11ad471f494a260
debian,liblsan0,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,fig2dev,1:3.2.6a-2+deb9u3,swh:1:dir:b32c36433a0ae92157927de21792de4aeb36104b
debian,libboost-iostreams1.62.0,1.62.0+dfsg-4,swh:1:dir:c31773045a388de5de3ffc831aa3b9923f305efc
debian,libmono-i18n-west4.0-cil,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
ubuntu,python3-update-manager,1:18.04.11.13,swh:1:dir:0d2e20a616ecec749fe2b5c83224d87a54054799
debian,xml-core,0.17,swh:1:dir:521b043660191e429d7ff2e736bfeecfb271096a
debian,libsemanage-common,2.6-2,swh:1:dir:847a000099f0bf4396f6591afcee7d51f19300f0
ubuntu,fuse,2.9.7-1ubuntu1,swh:1:dir:b9400f685085e69bf097b0e6484d88e342caa897
debian,libsasl2-modules-db,2.1.27~101-g0780600+dfsg-3+deb9u1,swh:1:dir:9ad10de12cd7e2db69271d8cfe79812b2e727b05
debian,python-minimal,2.7.13-2,swh:1:dir:7580554401c95f22fc5b1acd191182dbd397c30f
ubuntu,vim-common,2:8.0.1453-1ubuntu1.3,swh:1:dir:81cb416587546001824fea95f3fc5ef5a1e8a909
debian,debtags,2.1.2,swh:1:dir:1c87e3cb816b1f2bda20d80dd46d4aa3531cbaf6
debian,libsoup2.4-1,2.56.0-2+deb9u2,swh:1:dir:7b579097079b912eed40ae4389695cb2236ed049
ubuntu,libpython2.7-minimal,2.7.17-1~18.04ubuntu1,swh:1:dir:42640b2065ca6588b08bc072be706fae56d597b9
debian,libkadm5srv-mit11,1.15-1+deb9u1,swh:1:dir:48a343801882bdf13c066be2b59dc6dd5decddc2
debian,popularity-contest,1.64,swh:1:dir:8135629a6df630e1f63e6c464880a913d9c9133f
debian,debianutils,4.8.1.1,swh:1:dir:343bdaef13076fed6307865a908a93530590361c
debian,libcdio-cdda1,0.83-4.3+b1,swh:1:dir:ff1f3b2b13254edc74ed046499cb205cefa9a73f
ubuntu,netbase,5.4,swh:1:dir:10664409478cab10f85549c0130f2f87fcc9f28c
debian,ca-certificates-mono,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
ubuntu,git-man,1:2.17.1-1ubuntu0.7,swh:1:dir:5ce499343e937249b3bcf34bb75ead41742340b2
debian,fop,1:2.1-6,swh:1:dir:42a7b16f8ebd3a1ceec844f10364f4db9c260a3d
ubuntu,irqbalance,1.3.0-0.1ubuntu0.18.04.1,swh:1:dir:115109eafeb3933fc18878bca121871d16b53c19
debian,libxaw7-dev,2:1.0.13-1+b2,swh:1:dir:5768247d53ee868fb3dc60d48e7897fa9ce0201b
debian,ncftp,2:3.2.5-2,swh:1:dir:a10502f926f7b0774f4be1cd71263754a1af9c6f
debian,libgles2-mesa-dev,13.0.6-1+b2,swh:1:dir:18fb39f3821d80388eb01f24efcde508a5a22a74
debian,libxdamage-dev,1:1.1.4-2+b3,swh:1:dir:99fa385cc7a9b2de253a41bae29783a188e8862f
debian,lsb-release,9.20161125,swh:1:dir:635150679c62b1f4814e431150b00e0154c81e58
ubuntu,libgd3,2.2.5-4ubuntu0.4,swh:1:dir:76ebc39c42d1726f274fdc87a6deb3629bf628bd
ubuntu,librhash0,1.3.6-2,swh:1:dir:9082f022e7cafbb986cb0a05db7c790d772b3020
debian,cpp-4.9,4.9.2-10,swh:1:dir:092486dd2ad6dc75d28590f63357eb64790eafb5
ubuntu,linux-modules-extra-5.3.0-40-generic,5.3.0-40.32~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
debian,sops,3.5.0,swh:1:dir:7012b0cf6bdcd2e4644d5e122cf35bcd7e1567c6
ubuntu,update-manager-core,1:18.04.11.13,swh:1:dir:0d2e20a616ecec749fe2b5c83224d87a54054799
debian,libjxr-tools,1.1-6+b1,swh:1:dir:622e58c2e153a2de1df10fed88764ae995d973a0
debian,libssl1.0.2,1.0.2u-1~deb9u1,swh:1:dir:14dd3b0d092973c47d979f5d37d188da867c8a7a
ubuntu,man-db,2.8.3-2ubuntu0.1,swh:1:dir:3ca848bd416e5dee8f12092b4d4aaea3f332f908
debian,libfontconfig1,2.11.0-6.7+b1,swh:1:dir:56198bbf268ed1e3386864e3dbb9b53a9bdb614a
ubuntu,linux-modules-5.3.0-59-generic,5.3.0-59.53~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
ubuntu,libobjc4,8.4.0-1ubuntu1~18.04,swh:1:dir:d49af0c20553df7786c37c2c2f91ac5808a9d6ec
debian,libopus0,1.2~alpha2-1,swh:1:dir:c47869518aa4976fd7bec3c1646e2379275f962f
debian,libonig2,5.9.5-3.2,swh:1:dir:2de126f9d8b793fc542992dc8b172ae7400e3512
debian,w3m,0.5.3-34+deb9u1,swh:1:dir:2d2417f73328a7a40549aa28c6f14eb8aac0b4b9
debian,vivaldi-stable,3.1.1929.45-1,swh:1:dir:f65ae9579c6869240e41ecb2819e28ae8fdad101
debian,libtiff5,4.0.8-2+deb9u5,swh:1:dir:11ac4c1d9ec5e17d538643c1c9dd2fc1204d209e
debian,libgtk-3-0,3.22.11-1,swh:1:dir:da4b173bc1e67d38acbdc97b98c4ba5d1c907db3
ubuntu,libcups2,2.2.7-1ubuntu2.8,swh:1:dir:09ea8a45b1ba0f278aadae0bc7a2935720e970ef
debian,libxcb-xinerama0,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
ubuntu,openssl,1.1.1-1ubuntu2.1~18.04.6,swh:1:dir:b94532cd88fde32de47d0ad69d7c733f0b24c415
debian,python-debianbts,2.6.1,swh:1:dir:a86027aae20f425cd285fc2afbaa0549c5d0aed6
debian,isc-dhcp-common,4.3.5-3+deb9u1,swh:1:dir:eec421e23630856d30032102fba5e46299ae9297
ubuntu,lsof,4.89+dfsg-0.1,swh:1:dir:9e4b74f6a9857bfe57617d4127c4c67f7e69ba30
ubuntu,libthai-data,0.1.27-2,swh:1:dir:691ccd3e94df48124f6a6254230d51a487a918fd
debian,libqt5gui5,5.7.1+dfsg-3+deb9u2,swh:1:dir:4cf9a8b87cdf3ae5923042e21d624741812aa3be
debian,libobasis6.0-xsltfilter,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,python-pil,4.0.0-4+deb9u1,swh:1:dir:e6ba5a181683797f1b5c4d63db995ce7f5b6bac8
debian,libopenexr22,2.2.0-11+b1,swh:1:dir:14463166fcd8d23db3c2f934b1f5d789b548d357
debian,guile-2.0-libs,2.0.13+1-4,swh:1:dir:7a425dcdc5b0d70e2a029fc5920b8991b70ef99e
debian,libtext-unidecode-perl,1.30-1,swh:1:dir:4c79ef120c755bf2b883f13cbe9850e998b52684
ubuntu,libwavpack1,5.1.0-2ubuntu1.4,swh:1:dir:4d31171eedb3601d9d3d3952fe52a7d5f92252db
debian,libobasis6.0-extension-mediawiki-publisher,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libgcrypt20,1.7.6-2+deb9u3,swh:1:dir:e04756f0e29fdc41ee4e647a704fafdcbe42b57b
ubuntu,apt-transport-https,1.6.12ubuntu0.1,swh:1:dir:87427f14ed2a85fbbc52ed06d2d388bca88ea55b
debian,libpciaccess-dev,0.13.4-1+b2,swh:1:dir:6839271c9e63e09c454b7f7d6e6d29beccf3cbae
ubuntu,locales,2.27-3ubuntu1,swh:1:dir:22cb79e66f368b54b876d305c576f6b7af4b37bf
debian,libpam0g,1.1.8-3.6,swh:1:dir:f0fb8fdccffbb827b5b3d2efd86169463605cb89
debian,default-jre-headless,2:1.8-58+deb9u1,swh:1:dir:7d61a83ca735ced3f4698cb2c7a50a990b01eef2
